	南通小海沙里话	字表来源：《启海话和南通话的语音比较研究》						
	阴平	阳平	阴上	阳上	阴去	阳去	阴入	阳入
	53	24	435	231	35	213	5	2
tsɿ	之支芝枝知肢栀脂蜘智朱珠株硃蛛诛猪		止旨址指纸趾至志制致痣置主注		滞苎稚致			
tsʰɿ	眵（眼~：眼泪，眼屎）嗤痴吹疵雌		耻齿此		次刺赐伺处翅			
dzɿ		辞池持驰迟除厨锄橱雏储瓷词慈磁		痔		治峙住柱拄		
sɿ	司私思斯丝撕厮蛳思施尸师狮诗书输		水屎史矢使始驶		世势戍四肆嗣氏誓饲			
zɿ		时鲥匙		是似竖		树寺祀士示仕事逝视柿市		
pi	屄（女阴）蓖痞		比彼		闭臂譬			
pʰi	庇痹丕批披				屁			
bi		皮疲脾		被（棉~，~絮）		秘俾（~使，~益）鄙蔽婢陛敝币弊避毙鐴（蹭，在皮布上擦刀使锋利）		
mi	眯咪	迷谜糜弥靡眉棉（棉：棉花）		米		味（~道）		
fi	妃非飞菲				翡匪肺沸痱费废			
vi		肥唯维惟				味吠未		
ti	堤低		抵底帝蒂		渧（~水）			
tʰi	梯		体		涕剃剔屜替			
di		提蹄题啼				地弟第递		
li		梨犁璃黎厘离篱鲤驴		李吕理里礼吏利例莉		厉励痢隶丽砾旅履 虑滤		
tɕi	车肌饥屐姬基箕机讥饥鸡羁己几虮（虱的卵）拘居驹锯期杞		几挤矩举		句冀穄（~子：高粱）济继据季计既纪记祭寄际			
tɕʰi	妻凄淒悽欺区蛆岖躯驱		企岂起启砌		气弃汽器趋取取娶趣			
dʑi		徛（站立）岐奇齐荠瞿衢祁其萁棋旗骑鳍祈		序聚叙跪		技妓渠妗忌巨距拒具惧俱聚		
ɕi	栖夕西希奚稀犀溪熙嘻嬉牺玺些虚须墟需嘘须		许絮死徙喜禧		细戏胥婿系序			
ʑi		徐						
ȵi		呢（~大衣）尼泥倪（姓）宜谊	拟	女		语腻仪义议遇		
ki	□（这）							
kʰi					去			
gi		佢（他）						
ʔi	伊衣依医已以倚椅亿瞖（眼生白内障）与		以		携夷沂怡姨移贻饴疑遗蚁亦异肄诣毅意忆			
ji		于淤余盂俞娱逾愉榆虞愚渔		雨屿又		易翼艺宇羽禹芋喻御寓裕愈预豫御誉		
pu	波玻菠播		补		布怖			
pʰu	颇铺（~开，~设，~张）坡		谱浦普		破剖铺（店~，当~）脯			
bu		婆菩葡蒲		□（无力支撑而瘫下或者坍塌）		捕埠簿步部菢（~小鸡：孵小鸡）		
mu		摹模摩磨魔	母拇			募墓幕慕暮		
fu	夫孵麩敷肤		斧府俯釜腑辅		付咐赴副傅富赋讣			
vu		浮腐抚芙俘符无狐壶葫湖蝴糊胡		舞武		附阜负妇父户沪护		
tu	都多		堵赌躲朵		肚（动物的胃：猪~）			
tʰu	兔拖		土吐橢妥		唾			
du		涂图舵堕徒途屠驮驼				惰杜大妒度剁肚渡镀		
nu		奴	努			怒糯		
lu	啰捋	如卢芦炉鸬脶（手指纹，圆的）螺罗骡箩锣	鲁虏			乳卤橹路露鹭裸儒		
tsu	租诸		煮祖诅组阻		做左			
tsʰu	初处粗搓		挫楚褚础		醋措锉错			
dzu		锄雏刍				助		
su	梳=舒疏枢漱酥苏唆梭蓑		所蔬暑署蜀薯恕琐锁		墅数朔素诉嗉（~囊）塑			
ku	哥歌孤姑辜箍锅		估古股牯鼓蛊故果裹贾（商~）		雇锢顾过固			
kʰu	科棵窠颗枯裤		苦		可课库			
ŋu		俄讹蛾鹅		我=		卧饿		
xu	乎呼		虎浒火伙					
ɣu		禾何和荷贺货祸						
ʋu	莴窝蜗污乌侮坞	吴	巫午伍悟	鹉五舞		诬吾梧蜈戊务误雾		
pɑ	爸		摆		拜			
pʰɑ					派			
bɑ		拔排徘牌		罢		败稗		
mɑ	妈马（~虎）	埋		买		卖		
tɑ	□（这么、那么：~个人）				带戴			
tʰɑ	他拖				泰太（~阳）			
dɑ		□（挪动：~开点）				大汏埭（~岸(堵水的土坝)）		
lɑ	拉垃	喇垃		哪		癞辣赖		
tsɑ	□（看：~一~）□（ɕiɑ~：聪明）		□（粘住使不落下）		债			
tsʰɑ	差扯（撕开）		扯（使均匀分配）		蔡			
dzɑ		□（干什么）				□（大、小便的动作）		
sɑ	筛傻		耍撒洒		啥			
zɑ		柴□（蹩脚）		惹□（腿哆嗦）		麝		
kɑ	加痂家-傢阶-街		假-解-		架-嫁-届-尬界-疥械价-介-戒芥			
kʰɑ	擦揩楷卡				快（~活）			
ŋɑ		牙芽捱□（啃：~骨头）		外		砑捱外		
xɑ	哈□（割：~开）虾（~蟆：青蛙、蛙类、蝌蚪）		蟹		何（什么）			
ɣɑ		鞋						
ʋɑ	歪娃洼娲	淮槐				坏		
ʔɑ	挨蛤（~蜊，花~）		矮		□（划：~开）			
tiɑ	爹		嗲					
tɕiɑ	佳嘉家=皆阶=		假=贾驾姐解=		借稼假嫁=价=介=界=解驾架=届=			
tɕʰiɑ	□（歪：~头）							
dʑiɑ		瘸茄（~克衫）□（精明能干）						
ɕiɑ	靴□（~ʦɑ：聪明）		写		卸泻			
ʑiɑ		瑕暇霞斜邪				厦夏谢		
ʔiɑ	耶椰				亚雅			
jiɑ		崖涯衙爷		也野		夜		
kuɑ	乖		柺拐		怪			
kʰuɑ					快			
xuɑ	歪							
pɪæ	扳班般斑		板版扮		绊			
pʰɪæ	攀				盼襻（扣住纽扣的绳套）			
